Georgia | 8 | 10 | 9 | 14 | 14 | 10 | 9 | 10 | 7 | 10 | 17 | 13
Germany | 23 | 18 | 28 | 28 | 20 | 19 | 19 | 29 | 23 | 32 | 19 | 22
Ghana | 4 | 6 | 12 | 12 | 7 | 8 | 8 | 4 | 9 | 5 | 6 | 9
Greece | 96 | 95 | 96 | 112 | 98 | 97 | 102 | 103 | 108 | 98 | 110 | 101
Greenland | 1 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 1 | 3 | 1 | 2
Grenada | 0 | 3 | 1 | 0 | 0 | 1 | 1 | 2 | 0 | 1 | 0 | 1
Guadeloupe | 2 | 1 | 2 | 1 | 2 | 1 | 0 | 1 | 0 | 2 | 2 | 1
Guam | 1 | 5 | 0 | 0 | 7 | 1 | 3 | 1 | 3 | 3 | 1 | 0
Guatemala | 32 | 34 | 35 | 33 | 35 | 32 | 38 | 28 | 35 | 30 | 25 | 29
Guinea | 4 | 2 | 4 | 5 | 3 | 10 | 2 | 1 | 4 | 4 | 6 | 1
Guinea-Bissau | 0 | 1 | 2 | 2 | 2 | 2 | 5 | 0 | 3 | 2 | 1 | 2
Guyana | 1 | 0 | 4 | 1 | 1 | 0 | 0 | 0 | 3 | 2 | 3 | 2
Haiti | 8 | 7 | 10 | 7 | 11 | 7 | 12 | 15 | 12 | 10 | 13 | 16
Honduras | 48 | 51 | 60 | 34 | 39 | 41 | 45 | 42 | 42 | 44 | 42 | 33
Hong Kong | 1 | 1 | 2 | 3 | 0 | 1 | 0 | 1 | 2 | 3 | 0 | 2
Hungary | 11 | 8 | 7 | 7 | 5 | 10 | 8 | 7 | 8 | 10 | 13 | 4
Iceland | 1 | 2 | 6 | 2 | 5 | 3 | 1 | 2 | 7 | 4 | 2 | 6
India | 1 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0
Indonesia | 916 | 814 | 940 | 846 | 893 | 886 | 891 | 918 | 885 | 891 | 864 | 838
Iran | 50 | 46 | 37 | 34 | 44 | 43 | 50 | 55 | 41 | 42 | 42 | 45
Iraq | 3 | 4 | 7 | 6 | 9 | 6 | 9 | 11 | 7 | 5 | 9 | 4
Ireland | 40 | 26 | 43 | 30 | 39 | 33 | 33 | 25 | 34 | 40 | 27 | 39
Isle of Man | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1
Israel | 10 | 10 | 10 | 15 | 13 | 10 | 23 | 17 | 16 | 15 | 21 | 14
Italy | 11 | 9 | 12 | 10 | 14 | 6 | 10 | 16 | 13 | 11 | 13 | 8
Ivory Coast | 13 | 9 | 9 | 11 | 11 | 11 | 16 | 14 | 12 | 16 | 16 | 10
Jamaica | 11 | 6 | 9 | 6 | 10 | 8 | 11 | 10 | 13 | 11 | 10 | 10
Japan | 172 | 131 | 149 | 148 | 148 | 153 | 163 | 144 | 137 | 182 | 138 | 156
Jersey | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0
Jordan | 13 | 9 | 7 | 7 | 10 | 15 | 9 | 9 | 14 | 11 | 17 | 12
Kazakhstan | 34 | 33 | 35 | 32 | 22 | 27 | 36 | 36 | 34 | 32 | 31 | 20
Kenya | 14 | 16 | 13 | 19 | 20 | 15 | 14 | 9 | 22 | 7 | 12 | 11
Kiribati | 4 | 2 | 0 | 0 | 2 | 0 | 5 | 3 | 1 | 2 | 0 | 2
Kosovo | 15 | 8 | 5 | 5 | 9 | 6 | 5 | 7 | 10 | 9 | 5 | 6
Kuwait | 4 | 7 | 3 | 3 | 6 | 4 | 4 | 6 | 6 | 5 | 4 | 7
Kyrgyzstan | 6 | 5 | 5 | 7 | 12 | 12 | 9 | 8 | 7 | 8 | 8 | 3
Laos | 8 | 6 | 8 | 5 | 4 | 5 | 6 | 7 | 3 | 10 | 4 | 4
Latvia | 14 | 7 | 22 | 16 | 15 | 16 | 23 | 21 | 16 | 12 | 12 | 17
Lebanon | 2 | 6 | 4 | 7 | 4 | 3 | 3 | 3 | 2 | 7 | 3 | 5
Lesotho | 3 | 1 | 3 | 2 | 2 | 4 | 3 | 3 | 0 | 3 | 2 | 3
Liberia | 2 | 1 | 6 | 1 | 2 | 2 | 9 | 3 | 5 | 3 | 4 | 2
Libya | 10 | 7 | 11 | 9 | 9 | 7 | 11 | 9 | 9 | 14 | 8 | 6
Liechtenstein | 1 | 0 | 1 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 5 | 0
Lithuania | 11 | 11 | 16 | 10 | 9 | 11 | 13 | 21 | 17 | 21 | 11 | 14
Luxembourg | 9 | 6 | 13 | 4 | 15 | 21 | 10 | 20 | 8 | 12 | 5 | 9
Macao | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0
Macedonia | 25 | 27 | 25 | 20 | 17 | 27 | 17 | 25 | 27 | 21 | 21 | 16
Madagascar | 13 | 19 | 10 | 24 | 16 | 21 | 26 | 20 | 18 | 28 | 25 | 23
Malawi | 5 | 6 | 4 | 4 | 6 | 2 | 3 | 8 | 7 | 4 | 3 | 7
Malaysia | 39 | 40 | 27 | 36 | 36 | 36 | 47 | 39 | 36 | 43 | 39 | 42
Maldives | 0 | 2 | 4 | 2 | 1 | 1 | 3 | 4 | 3 | 3 | 2 | 1
Mali | 11 | 8 | 13 | 11 | 5 | 9 | 10 | 10 | 4 | 13 | 15 | 9
Malta | 7 | 8 | 8 | 12 | 8 | 7 | 7 | 4 | 10 | 5 | 7 | 3
Marshall Islands | 3 | 3 | 3 | 5 | 1 | 2 | 3 | 8 | 1 | 0 | 0 | 0
Martinique | 2 | 0 | 0 | 2 | 2 | 2 | 1 | 0 | 3 | 1 | 2 | 5
Mauritania | 2 | 1 | 3 | 2 | 2 | 1 | 3 | 5 | 2 | 2 | 4 | 4
Mauritius | 5 | 9 | 5 | 6 | 10 | 12 | 12 | 18 | 10 | 8 | 11 | 10
Mayotte | 0 | 1 | 1 | 3 | 0 | 3 | 0 | 1 | 0 | 4 | 2 | 1
Mexico | 108 | 90 | 91 | 67 | 88 | 89 | 85 | 91 | 83 | 102 | 83 | 84
Micronesia | 4 | 4 | 4 | 6 | 6 | 1 | 8 | 5 | 10 | 7 | 9 | 6
Moldova | 10 | 9 | 9 | 8 | 7 | 7 | 7 | 7 | 9 | 6 | 9 | 7
Monaco | 2 | 1 | 1 | 0 | 1 | 1 | 1 | 3 | 0 | 1 | 2 | 0
Mongolia | 40 | 27 | 40 | 33 | 32 | 28 | 44 | 40 | 39 | 44 | 26 | 28
Montenegro | 6 | 4 | 3 | 3 | 5 | 7 | 7 | 3 | 5 | 1 | 2 | 3
Montserrat | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 2 | 1
Morocco | 34 | 35 | 32 | 31 | 38 | 28 | 37 | 41 | 26 | 39 | 29 | 36
Mozambique | 3 | 2 | 3 | 7 | 5 | 4 | 5 | 6 | 6 | 7 | 3 | 10
Myanmar | 17 | 9 | 11 | 10 | 14 | 15 | 14 | 13 | 6 | 14 | 16 | 13
Namibia | 5 | 2 | 6 | 8 | 5 | 0 | 6 | 8 | 5 | 1 | 7 | 6
Nauru | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 2 | 0 | 0 | 0
Nepal | 13 | 8 | 16 | 10 | 8 | 13 | 8 | 12 | 8 | 12 | 12 | 12
Netherlands | 46 | 19 | 40 | 25 | 43 | 24 | 35 | 37 | 34 | 31 | 38 | 22
New Caledonia | 3 | 4 | 4 | 1 | 0 | 3 | 3 | 4 | 3 | 5 | 1 | 4
New Zealand | 14 | 18 | 19 | 11 | 16 | 17 | 11 | 27 | 18 | 19 | 15 | 17
Nicaragua | 12 | 11 | 14 | 23 | 20 | 24 | 19 | 18 | 15 | 13 | 18 | 17
Niger | 6 | 9 | 6 | 5 | 7 | 8 | 10 | 9 | 7 | 4 | 13 | 9
Nigeria | 70 | 69 | 64 | 69 | 74 | 67 | 80 | 66 | 89 | 65 | 86 | 79
Niue | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0
Norfolk Island | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
North Korea | 15 | 16 | 15 | 14 | 13 | 13 | 10 | 9 | 7 | 20 | 17 | 15
Northern Mariana Islands | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1
Norway | 39 | 45 | 35 | 40 | 30 | 37 | 35 | 39 | 33 | 34 | 41 | 41
Oman | 4 | 1 | 4 | 2 | 6 | 2 | 0 | 2 | 5 | 1 | 3 | 4
Pakistan | 50 | 41 | 52 | 44 | 28 | 40 | 44 | 42 | 48 | 44 | 49 | 46
Palau | 2 | 2 | 0 | 2 | 1 | 1 | 5 | 1 | 4 | 3 | 2 | 3
Palestinian Territory | 30 | 29 | 37 | 39 | 24 | 29 | 30 | 35 | 26 | 36 | 42 | 37
Panama | 20 | 18 | 19 | 17 | 20 | 24 | 18 | 18 | 28 | 12 | 22 | 12
Papua New Guinea | 3 | 4 | 9 | 1 | 5 | 1 | 2 | 3 | 1 | 1 | 9 | 7
Paraguay | 10 | 14 | 15 | 11 | 15 | 6 | 6 | 19 | 6 | 14 | 11 | 9
Peru | 127 | 93 | 130 | 114 | 128 | 122 | 122 | 146 | 131 | 145 | 147 | 134
Philippines | 462 | 392 | 472 | 400 | 435 | 409 | 438 | 430 | 461 | 445 | 480 | 432
Pitcairn | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0
Poland | 266 | 230 | 270 | 260 | 281 | 257 | 303 | 285 | 279 | 268 | 280 | 275
Portugal | 265 | 253 | 315 | 264 | 285 | 276 | 270 | 287 | 281 | 264 | 253 | 291
Puerto Rico | 1 | 1 | 3 | 1 | 0 | 1 | 0 | 1 | 2 | 3 | 2 | 1
Qatar | 1 | 2 | 0 | 1 | 1 | 2 | 3 | 4 | 2 | 0 | 3 | 1
Republic of the Congo | 3 | 2 | 3 | 1 | 1 | 3 | 3 | 3 | 3 | 6 | 0 | 3
Reunion | 3 | 2 | 6 | 0 | 1 | 2 | 2 | 4 | 2 | 5 | 2 | 0
Romania | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0
Russia | 491 | 454 | 506 | 447 | 506 | 501 | 491 | 468 | 441 | 500 | 464 | 453
Rwanda | 0 | 3 | 3 | 0 | 1 | 0 | 3 | 2 | 0 | 0 | 1 | 2
Saint Helena | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0
Saint Kitts and Nevis | 0 | 1 | 2 | 2 | 0 | 0 | 2 | 1 | 2 | 2 | 2 | 1
Saint Lucia | 0 | 1 | 1 | 3 | 3 | 5 | 2 | 1 | 1 | 0 | 0 | 1
Saint Martin | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0
Saint Pierre and Miquelon | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 1 | 0
Saint Vincent and the Grenadines | 1 | 0 | 2 | 1 | 1 | 1 | 0 | 0 | 3 | 0 | 1 | 0
Samoa | 1 | 1 | 2 | 1 | 2 | 4 | 2 | 0 | 3 | 1 | 0 | 2
San Marino | 2 | 0 | 1 | 1 | 1 | 2 | 0 | 0 | 3 | 2 | 0 | 0
Sao Tome and Principe | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0
Saudi Arabia | 6 | 8 | 7 | 10 | 2 | 9 | 11 | 4 | 19 | 11 | 2 | 8
Senegal | 7 | 6 | 5 | 2 | 13 | 8 | 7 | 7 | 7 | 5 | 6 | 3
Serbia | 45 | 44 | 45 | 36 | 37 | 47 | 56 | 36 | 53 | 44 | 36 | 51
Seychelles | 2 | 1 | 0 | 0 | 2 | 0 | 1 | 0 | 3 | 0 | 1 | 1
Sierra Leone | 6 | 12 | 8 | 12 | 10 | 4 | 5 | 6 | 8 | 9 | 9 | 6
Singapore | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 0
Sint Maarten | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
Slovakia | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 1
Slovenia | 33 | 34 | 41 | 30 | 27 | 35 | 39 | 38 | 38 | 33 | 25 | 30
Solomon Islands | 0 | 3 | 2 | 1 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 2
Somalia | 3 | 1 | 3 | 4 | 8 | 7 | 7 | 7 | 4 | 6 | 6 | 5
South Africa | 47 | 40 | 56 | 40 | 56 | 61 | 45 | 55 | 50 | 56 | 52 | 47
South Georgia and the South Sandwich Islands | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0
South Korea | 25 | 24 | 32 | 29 | 23 | 26 | 25 | 31 | 33 | 23 | 30 | 22
South Sudan | 0 | 0 | 3 | 3 | 3 | 1 | 2 | 2 | 0 | 1 | 3 | 2
Spain | 20 | 15 | 23 | 21 | 26 | 15 | 17 | 14 | 23 | 22 | 24 | 19
Sri Lanka | 9 | 13 | 7 | 11 | 19 | 16 | 11 | 8 | 10 | 11 | 12 | 11
Sudan | 5 | 5 | 7 | 10 | 8 | 6 | 3 | 9 | 6 | 3 | 10 | 3
Suriname | 2 | 1 | 1 | 1 | 2 | 4 | 1 | 1 | 0 | 3 | 2 | 2
Svalbard and Jan Mayen | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1
Swaziland | 1 | 2 | 1 | 3 | 4 | 0 | 4 | 1 | 1 | 1 | 1 | 2
Sweden | 221 | 171 | 203 | 209 | 213 | 184 | 222 | 185 | 201 | 216 | 201 | 175
Switzerland | 2 | 4 | 5 | 4 | 9 | 8 | 4 | 4 | 3 | 11 | 4 | 0
Syria | 34 | 32 | 36 | 24 | 31 | 28 | 29 | 28 | 34 | 32 | 31 | 23
Taiwan | 4 | 4 | 6 | 2 | 3 | 2 | 3 | 2 | 1 | 3 | 4 | 1
Tajikistan | 6 | 13 | 16 | 12 | 13 | 9 | 7 | 17 | 11 | 7 | 10 | 10
Tanzania | 40 | 33 | 37 | 20 | 29 | 22 | 38 | 36 | 42 | 22 | 31 | 20
Thailand | 133 | 120 | 110 | 129 | 117 | 120 | 117 | 115 | 109 | 116 | 104 | 125
Togo | 0 | 1 | 1 | 4 | 1 | 2 | 2 | 6 | 3 | 5 | 4 | 3
Tokelau | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0
Tonga | 1 | 2 | 0 | 1 | 2 | 1 | 0 | 2 | 0 | 0 | 3 | 1
Trinidad and Tobago | 1 | 2 | 3 | 5 | 3 | 1 | 2 | 4 | 1 | 3 | 5 | 4
Tunisia | 23 | 16 | 17 | 17 | 32 | 30 | 18 | 24 | 22 | 21 | 26 | 23
Turkey | 4 | 1 | 1 | 1 | 3 | 1 | 2 | 1 | 2 | 2 | 2 | 1
Turkmenistan | 3 | 5 | 5 | 3 | 5 | 3 | 8 | 4 | 2 | 5 | 7 | 7
Tuvalu | 0 | 0 | 0 | 1 | 0 | 3 | 2 | 1 | 2 | 0 | 1 | 1
U.S. Virgin Islands | 0 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 1 | 0 | 1
Uganda | 13 | 15 | 14 | 20 | 18 | 22 | 17 | 16 | 22 | 19 | 19 | 17
Ukraine | 133 | 115 | 125 | 131 | 138 | 133 | 130 | 142 | 136 | 147 | 141 | 124
United Arab Emirates | 0 | 5 | 3 | 3 | 2 | 4 | 4 | 3 | 3 | 0 | 2 | 4
United Kingdom | 14 | 19 | 19 | 16 | 12 | 15 | 16 | 15 | 19 | 15 | 11 | 10
United States | 204 | 167 | 182 | 180 | 165 | 164 | 174 | 178 | 206 | 170 | 143 | 170
Uruguay | 16 | 5 | 10 | 13 | 16 | 13 | 8 | 10 | 10 | 12 | 8 | 12
Uzbekistan | 10 | 17 | 15 | 14 | 15 | 21 | 16 | 19 | 15 | 19 | 17 | 16
Vanuatu | 0 | 3 | 2 | 1 | 0 | 0 | 2 | 3 | 1 | 1 | 1 | 0
Venezuela | 42 | 38 | 40 | 36 | 39 | 29 | 42 | 33 | 36 | 46 | 30 | 40
Vietnam | 76 | 64 | 72 | 58 | 68 | 60 | 67 | 71 | 59 | 63 | 56 | 57
Wallis and Futuna | 2 | 1 | 0 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0
Western Sahara | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 1
Yemen | 36 | 26 | 26 | 41 | 46 | 34 | 23 | 36 | 35 | 40 | 26 | 34
Zambia | 10 | 7 | 3 | 8 | 14 | 9 | 5 | 5 | 11 | 5 | 7 | 2
Zimbabwe | 9 | 8 | 10 | 12 | 10 | 11 | 9 | 11 | 6 | 9 | 6 | 5

Conteo de Vuelos por País
-------------------------
Lao People's Democratic Republic | 171
Venezuela, Bolivarian Republic of | 747
Saint Kitts and Nevis | 23
Finland | 338
Iran, Islamic Republic of | 816
Rwanda | 50
Bahrain | 12
Christmas Island | 11
Liberia | 160
Andorra | 7
Saint Barthélemy | 11
Korea, Republic of | 332
Uganda | 154
Monaco | 7
Egypt | 309
Virgin Islands, U.S. | 52
Brazil | 3672
Bermuda | 21
Guinea-Bissau | 10
Jordan | 43
Cameroon | 235
Cayman Islands | 27
Guadeloupe | 56
Saint Helena, Ascension and Tristan da Cunha | 20
Puerto Rico | 160
Antigua and Barbuda | 20
Sao Tome and Principe | 29
Martinique | 10
Virgin Islands, British | 31
Eswatini | 23
Northern Mariana Islands | 43
Gambia | 15
Guatemala | 245
New Zealand | 594
Cabo Verde | 115
Angola | 445
Nauru | 7
Cocos (Keeling) Islands | 8
Kyrgyzstan | 38
Mali | 132
Italy | 669
Azerbaijan | 87
Congo, The Democratic Republic of the | 678
Netherlands | 162
Palau | 5
Greenland | 359
Madagascar | 663
Belarus | 67
Marshall Islands | 353
Hong Kong | 36
Malaysia | 687
Sri Lanka | 361
Western Sahara | 46
Gibraltar | 9
Indonesia | 2408
Jamaica | 83
Germany | 1161
Philippines | 794
Uzbekistan | 128
Cuba | 358
Senegal | 159
Saint Martin (French part) | 24
Barbados | 13
Kuwait | 23
Cyprus | 54
Malawi | 122
Algeria | 449
Aruba | 9
Nigeria | 278
El Salvador | 14
Tanzania, United Republic of | 353
Malta | 16
Bahamas | 402
Montenegro | 45
Lebanon | 25
Iraq | 123
American Samoa | 45
Chad | 242
Australia | 6453
Bolivia, Plurinational State of | 428
Mexico | 1087
Albania | 12
Myanmar | 462
Sierra Leone | 84
Viet Nam | 368
Nicaragua | 178
Syrian Arab Republic | 85
Argentina | 1264
Brunei Darussalam | 8
Solomon Islands | 441
Réunion | 20
Lithuania | 63
Iceland | 409
Turks and Caicos Islands | 68
Guernsey | 16
Hungary | 65
Switzerland | 146
United States | 22186
Estonia | 52
Comoros | 47
